SEXO;IDADE;RENDA;PERFIL_CONSUMIDOR_A;PERFIL_CONSUMIDOR_B;PERFIL_CONSUMIDOR_C;ESTADO_CIVIL_CASADO(A);ESTADO_CIVIL_DESQUITADO(A);ESTADO_CIVIL_DIVORCIADO(A);ESTADO_CIVIL_OUTROS;ESTADO_CIVIL_SEPARADO(A) JUDICIALMENTE;ESTADO_CIVIL_SOLTEIRO(A);AREA_CBO_0;AREA_CBO_1;AREA_CBO_2;AREA_CBO_3;AREA_CBO_4;AREA_CBO_5;AREA_CBO_6;AREA_CBO_7;AREA_CBO_8;AREA_CBO_9
0;-0.7845749328694953;-0.17196508900821464;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
0;-0.5997719971526297;-0.42145089898233207;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
0;0.6014470850069961;0.7628080311914398;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0;0.6938485528654289;-0.5500740240299907;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0;0.23184121357326506;0.11898286041203014;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
0;0.5090456171485633;-0.5008994330499856;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0
1;0.23184121357326506;3.6174742754035583;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
1;0.4166441492901306;-0.2856603356425231;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
0;-0.9693778685863608;-0.1326144474042512;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
0;-0.6921734650110625;0.009068428907440572;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
0;0.7862500207238616;-0.16331686002155962;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
1;-0.3225675935773315;-0.19862960477800826;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
1;-0.507370529294197;-0.36535909591549787;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
0;-1.1541808043032262;-0.3672375063335268;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
0;0.3242426814316978;-0.3349309037971719;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
1;0.6014470850069961;0.6679894381558271;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
0;0.8786514885822944;-0.5439383403652612;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
0;-1.6161881435953902;-0.8934357940744692;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
0;-0.7845749328694953;-0.568073172031943;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
0;0.23184121357326506;0.08704988330553867;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
0;-1.5237866757369574;-0.8899806157872919;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
0;-0.507370529294197;-0.2768955629438005;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
0;0.04703827785639956;-0.208220466729915;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
1;-1.246582272161659;-0.7922587132187038;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
0;-1.4313852078785245;-0.7922587132187038;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
0;-0.23016612571889872;0.252178612280219;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
0;0.04703827785639956;-0.33602435803686387;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
0;0.3242426814316978;-0.09435040452750529;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
0;-0.5997719971526297;-0.6572908113758417;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
0;-0.045363190002033205;-0.5173081021578403;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0
